OTUID	FR-001	FR-003	FR-024	FR-025	FR-026	FR-027	FR-030	FR-039	FR-040	FR-051	FR-052	FR-053	FR-054	FR-060	FR-105	FR-110	FR-113	FR-115	FR-116	FR-118	FR-121	FR-125	FR-129	FR-132	FR-139	FR-142	FR-152	FR-156	FR-161	FR-162	FR-166	FR-169	FR-170	FR-173	FR-187	FR-191	FR-192	FR-193	FR-194	FR-195	FR-196	FR-198	FR-200	FR-202	FR-208	FR-211	FR-212	FR-213	FR-214	FR-215	FR-218	FR-221	FR-223	FR-229	FR-241	FR-249	FR-268	FR-275	FR-276	FR-281	FR-282	FR-293	FR-294	FR-298	FR-302	FR-305	FR-310	FR-312	FR-316	FR-328	FR-344	FR-349	FR-376	FR-382	FR-390	FR-393	FR-398	FR-399	FR-400	FR-404	FR-414	FR-419	FR-430	FR-449	FR-450	FR-451	FR-459	FR-460	FR-473	FR-474	FR-495	FR-496	FR-500	FR-503	FR-504	FR-505	FR-506	FR-507	FR-510	FR-539	FR-542	FR-548	FR-551	FR-552	FR-558	FR-568	FR-596	FR-606	FR-617	FR-626	FR-628	FR-643	FR-652	FR-654	FR-664	FR-666	FR-667	FR-672	FR-682	FR-684	FR-696	FR-716	FR-719	FR-721	FR-722	FR-723	FR-726	FR-728	FR-730	FR-734	FR-751	FR-759	FR-767	FR-768	FR-770	FR-772	FR-780	FR-783	FR-788	FR-790	FR-792	FR-812	FR-815	FR-817	FR-820	FR-823	FR-824	FR-825	FR-826	FR-827	FR-828	FR-829	FR-830	FR-835	FR-901	FR-902	Domain	Phylum	Class	Order	Family	Genus	Species
2	223631	1062878	474127	1302337	1949150	1164366	1508177	155956	224151	139873	171417	1077839	1869153	227630	912797	172556	1083454	1098677	146892	911472	961738	794854	1149773	1222628	1571983	1249562	1068161	1016094	766574	343485	873666	1111876	523031	351343	1218550	1563394	628625	766113	1166404	1794155	931096	671603	333848	644419	674769	1120131	1215230	1531019	205556	241096	795809	823095	715885	457116	1786789	751290	533195	1693738	1000172	2483450	234235	464436	1268532	1709998	1496132	1117644	844890	1847299	1259306	1582195	1446042	1098690	1026874	1227415	1039591	1028737	1463007	1032799	1286610	1056536	745586	531231	598532	1156925	2544250	1091949	735541	1169324	615731	576107	765691	778624	621353	791375	1385328	502837	1589013	771780	825261	1736051	1043241	768625	561306	1074587	1319122	1476916	958575	714030	1584749	702363	2074532	487819	1217760	722531	625023	481931	710144	797320	174405	1175374	810083	1956118	224085	1046322	679052	1736013	1349362	1397961	176709	669528	1329528	1070084	3366116	931738	960897	246627	654716	1812610	1284975	219998	1322963	846591	1480797	798731	670853	53009	509324	654322	1306846	1179994	197034	415100	239496	921993	387438	620264	d__Bacteria	NA	NA	NA	NA	NA	NA
74152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	NA	NA	NA	NA	NA
641853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	 c__Elusimicrobia	NA	NA	NA	NA
641854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	 c__Elusimicrobia	 o__Elusimicrobiales	NA	NA	NA
641876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	 c__Elusimicrobia	 o__Elusimicrobiales	 f__Elusimicrobiaceae	NA	NA
423604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	 c__Elusimicrobia	 o__Elusimicrobiales	 f__Elusimicrobiaceae	 g__Elusimicrobium	NA
423605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Elusimicrobia	 c__Elusimicrobia	 o__Elusimicrobiales	 f__Elusimicrobiaceae	 g__Elusimicrobium	 s__Elusimicrobium minutum
77133	2615	6694	7794	9008	22029	7725	9906	1593	1895	2045	1542	6373	12757	6657	6993	1417	10662	6162	1830	10166	10924	11803	12359	11144	12844	4032	17638	9800	4136	2082	4791	9942	3693	1732	17007	14618	8044	5583	11987	12205	7047	9126	1449	3582	2298	6214	17638	11107	1684	1417	4609	7891	1797	2539	8332	5660	1395	14604	9218	10391	1059	4437	9888	10140	10386	6839	4858	9066	8386	19654	12835	12182	12259	10639	0	9588	13506	9694	21706	3813	7376	5610	3773	5930	20336	14826	7528	9349	5518	5481	8416	7937	5956	7129	20045	2334	12919	5401	8984	18445	14797	8787	7310	13499	7342	27657	5306	5059	11020	10143	8270	7785	10201	3800	3711	3909	6574	16112	2070	9405	18424	13173	1755	15588	6333	11232	19063	7588	1044	8544	6481	9405	13551	12425	9597	1110	4400	24615	20441	927	11314	12304	13736	2271	4789	281	3317	4473	8401	4346	959	6065	563	10675	0	2990	d__Bacteria	 s__uncultured bacterium	NA	NA	NA	NA	NA
1805580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 s__uncultured bacterium IN-02	NA	NA	NA	NA	NA
1805584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 s__uncultured bacterium IN-06	NA	NA	NA	NA	NA
1132475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 s__uncultured bacterium scaffold00056	NA	NA	NA	NA	NA
976	22161	132949	35158	117964	215994	141001	204790	16851	31396	15822	17314	148209	239226	21559	76802	11076	63702	4508	13199	77875	66252	55199	71640	122658	128780	14663	37503	82602	24317	28742	138846	110665	25945	8674	104794	15364	44630	130172	69018	171733	125906	89159	42854	96449	159183	187563	131554	143291	24031	360	100591	47630	53013	39742	280017	120528	19108	269289	78769	300735	40881	46279	94252	119573	141752	27554	72267	111464	9659	268497	176073	121846	86042	93998	126756	167921	62801	104277	103699	125278	72517	69059	29061	140736	210113	135580	98757	114223	59716	65272	56097	64144	36466	141422	145339	99283	248460	146704	83216	113936	104261	43121	84861	70546	72081	64982	134773	49745	6985	96966	29677	33881	106194	64683	40985	40582	52312	76616	21519	105503	95520	141516	14505	245373	64689	291523	61487	140267	8197	53402	64729	58656	461032	33691	90940	26943	90913	196053	86527	27544	163417	124640	125236	66977	64617	3177	109785	85306	150978	156632	24292	34421	55352	72112	738	184438	d__Bacteria	 p__Bacteroidetes	NA	NA	NA	NA	NA
200643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	NA	NA	NA	NA
171549	181423	1527358	409189	1145802	1966388	1501245	1814053	259304	328996	150717	168177	1407432	2174298	237910	777057	82394	600115	39958	123906	853123	542541	577534	772642	1349120	1307653	167038	280096	718139	262903	290582	1438787	1220963	244947	97705	1099936	154006	457675	1056422	666576	1562616	1271249	1010063	218567	877533	2062647	1481049	1029336	1143800	223443	3161	914667	417931	293274	437044	3273173	756097	194191	2758113	796458	3421952	657533	434374	752497	1078846	1075798	271309	720180	1207580	79714	2828066	1338832	1089061	858512	851596	936195	1329917	642327	879050	1001786	1147920	598759	471805	235054	1248653	3562693	1143010	1272063	1270028	538155	682991	586421	593972	404139	1846527	1357058	998853	2996765	1442303	837559	1382685	998598	342558	764062	694486	756314	736237	1603145	474754	64308	868706	262584	269892	804653	726345	314166	374803	585466	828810	292603	977317	1027192	1345853	143551	2577577	741010	1627664	474098	1039552	93981	505458	617879	508031	6229290	288119	967974	279178	903507	2121592	973659	254468	1203549	883014	1274004	735521	598386	25697	1040261	626610	1514842	1464592	240539	358294	473957	768589	4763	1688290	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	NA	NA	NA
815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	NA	NA
816	532631	4597544	441968	3240603	1285552	3324392	4904434	292906	1024733	181330	535164	3453138	7515303	328473	2304271	206663	689193	76402	334229	2304852	1578031	804792	1195278	1338881	1582856	413260	431044	1522292	403963	836465	4574516	2949730	754883	200337	1369956	557505	951623	2714805	2956851	5733183	3071472	1084099	406060	3000618	7389886	4485597	1859714	4300058	679273	10419	2601932	1185461	124974	1448163	9876058	1529879	1063071	6099887	2060334	10137140	947247	709981	196749	3480234	3811338	1026412	1596223	2483225	212381	11280539	2898841	369453	1144679	1993497	4864754	5968772	1042278	3018285	1858485	4028984	656119	283590	833880	2679093	5110114	2735276	1694233	2948491	1161281	567809	643788	1470349	1010520	2749164	3412315	2409348	6189607	4377180	760691	2190028	2467413	531047	1218514	1167480	2425958	1124195	5227636	1094451	134084	326882	679958	555623	2315057	1097562	477178	1206606	1325707	1098624	745727	3651655	1999089	5723939	442090	10665743	364329	2465492	1441021	4064745	229235	1083210	1718700	1652148	11728426	321308	1784319	1106635	2427778	1182137	1898899	774907	2912762	1449457	2898922	2370453	2509259	115774	4669035	2283837	5007230	4921777	770759	190478	2103524	531139	10236	4284567	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	NA
85831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	698	0	0	0	0	0	0	0	1300	0	0	0	0	5182	1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1858	0	0	2670	466	0	1358	0	0	0	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides acidifaciens
376804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	641	0	0	0	0	0	0	0	0	0	0	0	0	10027	0	0	0	0	0	0	0	0	1745	0	0	2501	0	598	0	0	4695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4560	0	0	0	4163	0	0	0	0	0	0	9609	0	0	0	0	0	0	0	0	0	0	0	0	2399	0	0	0	1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	0	0	66312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144163	0	0	0	0	0	0	0	0	0	0	0	0	0	13456	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides barnesiae
47678	3228	2205	5682	22572	3047	18248	33847	1097	3897	3042	1354	3878	3535	3870	11640	1418	13418	0	793	0	0	6662	21339	3578	6629	6859	7169	11505	5592	13004	25283	9976	0	1141	0	4807	3549	2741	19383	27981	3702	1689	8580	2292	10954	8851	12764	46904	4301	0	9897	0	0	6624	77943	7192	8929	92816	21823	10026	423	9142	7483	3853	19285	14669	15327	21880	0	10835	23301	4126	3117	15079	2673	3441	0	6469	24329	2055	1781	2217	9565	26928	0	37475	2025	2857	12845	0	3693	0	9206	3207	17132	1552	12481	2721	5913	40154	69786	0	18926	0	16974	19351	46962	6233	0	0	0	4211	20340	11585	3238	6847	8303	3078	7458	23732	1743	23825	3988	3812	5779	10349	9688	0	1162	6898	4548	3307	99401	7238	3356	14432	3211	2792	24176	3317	0	4152	6881	2620	0	87	4423	2033	19880	4393	13865	7392	1676	7426	0	12539	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides caccae
1796613	0	0	0	0	0	0	0	0	0	0	0	0	14032	0	0	0	0	0	0	0	4001	0	0	0	0	0	0	0	0	0	2277	0	0	0	0	0	0	0	0	0	0	0	0	0	4024	0	0	0	0	0	0	0	0	0	4028	1386	0	0	0	0	0	0	0	0	0	0	1130	0	0	0	2261	0	0	0	0	0	0	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2325	0	0	0	0	0	0	0	0	0	0	0	713	0	0	0	0	6781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1900	959	3270	0	0	0	542	0	0	0	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides caecimuris
246787	3840	4878	0	0	6139	4973	24312	407	1440	243	347	9133	23088	775	11271	400	0	0	536	9161	0	1380	0	2282	2338	0	0	0	6023	0	2474	3326	2677	0	2230	0	0	0	0	29816	2069	1744	1478	4019	21077	4319	9380	24049	527	0	6896	8241	0	0	100857	6723	2365	20759	3799	57162	1507	1996	0	11000	60960	0	2251	2470	0	47379	2469	2218	1926	2765	0	5227	0	36355	3907	11713	1587	899	0	3936	4956	4579	8077	9182	5070	0	0	0	3653	5009	13282	1905	90518	4158	0	0	4077	2261	3000	2028	4376	0	6535	2561	0	0	3770	4869	4650	2837	1427	1487	3375	0	1860	7156	1695	19262	1043	4713	604	6120	0	0	486	3185	3037	9235	1968	0	2582	1404	1215	0	28285	1665	3787	0	2678	6019	0	98	7799	9901	18802	2439	1013	0	840	826	0	1550	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides cellulosilyticus
626929	962	2852	0	5335	0	0	16812	375	1129	0	0	13307	0	0	5164	0	0	0	0	0	0	0	0	3141	0	0	0	0	0	1902	16563	0	0	0	0	0	0	1531	0	0	0	0	0	2068	3087	0	2125	0	382	0	0	0	0	0	13717	0	0	6416	4525	0	0	1301	0	0	6947	0	2322	2339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1946	2217	0	0	0	1888	0	1150	1743	9009	982	0	1720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11569	0	0	0	0	0	0	0	0	0	0	0	14677	0	0	0	0	0	1917	0	0	786	5088	0	5111	0	0	0	10447	0	3478	0	2401	0	918	0	0	1556	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides clarus
310298	537	0	0	0	0	2905	3885	723	0	0	0	0	0	360	0	0	0	0	377	0	5193	3323	3765	0	0	0	0	17968	0	0	916	2593	0	0	1416	0	1041	5935	0	0	0	0	0	3079	3319	91508	0	0	261	0	2172	0	0	0	0	0	0	16802	0	99	0	0	0	2665	0	0	2731	5265	0	4516	2079	1940	1723	6760	0	0	0	0	0	0	0	0	0	1566	0	0	1347	2698	1521	3100	0	0	0	2272	0	0	0	39957	856	0	1550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	988	0	10519	392	0	2114	0	0	0	0	2388	0	78635	0	0	0	0	465	0	0	1440	0	17148	0	390	3996	1999	2619	0	0	0	87	1082	2904	0	0	0	0	637	0	1491	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides coprocola
387090	607	2139	0	3551	4576	0	0	437	928	340	0	0	0	524	0	1409	0	0	1722	2786	3041	795	1057	2150	0	0	0	1855	1508	0	73300	0	0	0	2154	0	0	5908	0	0	0	0	0	355	0	2966	1049	3593	0	0	2911	0	0	0	0	0	1109	3675	0	0	384	0	2478	0	0	0	1519	0	0	2134	2615	0	0	1715	0	0	0	1901	0	2123	1451	0	0	1708	0	0	0	2538	789	896	1532	0	0	819	4604	0	0	4890	1614	0	2392	0	0	0	0	0	0	0	0	2855	0	0	0	0	0	0	303	0	0	0	11260	4230	117	600	1775	5487	0	0	0	0	0	0	0	0	0	619	5249	8176	0	8419	28923	0	0	0	0	0	0	1089	3766	0	337	1362	517	1369	0	1667	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides coprophilus
357276	5206	43487	2737	21119	12331	13976	55504	3988	12628	2921	10402	15357	74841	2936	10828	2695	8530	0	4675	20129	24810	12726	10611	7916	12395	0	4966	6030	4579	8675	46588	23567	4091	3059	9612	11797	2781	10964	29380	143794	20266	4180	8619	22873	67270	16209	14724	19985	4320	0	67065	3558	0	35359	28628	17061	2324	36654	11421	45233	5579	7347	0	94900	48341	11069	14202	13674	4659	48191	8684	4717	10615	7507	129636	34298	14171	6436	12142	18949	4802	3419	0	17358	38858	17167	5999	38058	5933	2238	7471	9911	15529	18039	18423	4698	30245	31634	4960	54897	9924	1609	8043	5514	7985	8204	27292	19118	0	2647	4164	12036	21908	10872	3284	3450	6864	14398	1235	45496	25866	36471	5859	23625	2837	14079	8243	36668	4014	13543	24627	5457	114879	4559	25474	3049	18925	5765	2483	3518	9151	12628	25593	6317	18997	402	94894	8883	22048	16262	4949	1850	28748	2567	0	17613	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides dorei
28111	463	0	0	2239	3178	59074	4801	571	25581	368	869	53793	2810	0	4412	1415	0	0	1558	0	0	0	0	7485	5315	12669	3211	3413	0	5022	1352	4096	0	0	0	0	7209	7440	0	4927	4186	9232	0	2156	2205	0	1560	3111	3796	0	2398	1457	0	0	170380	0	0	3556	1903	8910	0	1411	0	4015	0	0	4459	0	0	6708	2369	0	0	12137	0	3583	0	18257	48731	3179	0	0	0	806	8755	18393	5940	0	0	0	0	0	1363	2071	2530	72168	13086	1043	1606	4453	2425	0	965	3124	0	0	0	1705	0	0	0	4902	1809	1585	2777	0	1808	1842	1293	5431	0	6193	253	5250	0	18003	0	0	0	0	3243	0	5275	0	0	0	32596	0	1847	562	3178	0	64637	0	14906	0	0	1937	18932	2740	550	0	527	0	0	5770	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides eggerthii
871325	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1559	0	0	0	0	0	0	0	0	0	0	3207	0	17816	0	0	0	0	0	14348	3565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3951	0	0	0	0	0	0	0	0	9702	0	1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	781	0	0	0	0	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides faecichinchillae
674529	589	0	0	0	5284	0	9741	0	0	0	0	0	0	0	0	819	0	0	1291	0	0	0	0	0	2634	0	0	0	0	1700	0	0	0	0	0	0	0	0	5518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32353	0	1186	0	0	0	0	0	0	0	0	0	4670	8121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2987	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	722	0	0	24045	0	0	9340	0	0	0	0	1865	0	0	0	0	0	0	2770	5809	0	0	0	0	0	0	0	0	1563	0	5007	11088	0	0	0	0	0	4143	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides faecis
338188	1043	4805	0	2632	8386	3100	13730	481	1297	0	1891	4655	0	1864	2575	0	0	0	401	4396	0	0	2252	2014	2552	0	0	0	0	774	9598	3001	0	0	2733	0	3688	2709	0	3752	11767	0	0	2743	9328	2320	5838	0	2376	0	2558	0	0	4397	5487	2505	1787	21680	7974	28182	3453	1260	0	0	0	0	1822	9873	0	17036	4269	0	5993	3064	0	6009	0	1879	2276	11990	0	929	4320	2856	6169	2516	1204	2512	1681	1852	3350	0	0	9347	5915	2059	5767	3132	0	4322	3253	0	1502	0	4393	0	5517	0	0	0	0	1236	2176	0	2963	0	2389	2096	815	7003	2297	4143	545	4082	0	0	2616	2953	300	2771	3084	8176	24552	0	0	731	4716	3466	0	706	2695	1757	4438	2370	2074	0	9123	1935	8204	5824	693	0	15380	0	0	4757	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides finegoldii
626930	0	0	0	0	0	47614	0	468	0	0	0	0	0	542	0	0	0	0	0	2709	0	0	0	0	0	0	0	0	2119	0	1609	0	0	0	0	0	0	0	0	2762	4372	0	0	0	0	0	0	0	534	0	2077	0	0	0	2098	1863	0	2792	0	2639	0	0	0	2928	0	0	1042	3214	0	2951	0	0	0	0	0	0	0	0	0	1717	0	0	0	0	0	0	1291	0	1704	0	3265	0	0	0	3017	977	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2010	4706	9618	0	3698	0	0	0	0	0	0	4532	0	0	0	0	6012	0	0	0	0	0	0	549	4028	0	4933	0	0	0	0	359	0	993	654	0	0	0	0	23495	d__Bacteria	 p__Bacteroidetes	 c__Bacteroidia	 o__Bacteroidales	 f__Bacteroidaceae	 g__Bacteroides	 s__Bacteroides fluxus
