"genus"	"FR.294.M"	"FR.316.M"	"FR.221.M"	"FR.213.M"	"FR.194.M"	"FR.716.M"	"FR.052.M"	"FR.684.M"	"FR.053.M"	"FR.198.M"	"FR.730.M"	"FR.115.M"	"FR.276.M"	"FR.305.M"	"FR.399.M"	"FR.393.M"	"FR.728.M"	"FR.152.M"	"FR.726.M"	"FR.400.M"	"FR.460.M"	"FR.721.M"	"FR.719.M"	"FR.759.M"	"FR.542.M"	"FR.129.M"	"FR.751.M"	"FR.212.M"	"FR.696.M"	"FR.040.M"	"FR.110.M"	"FR.187.M"	"FR.139.M"	"FR.169.M"	"FR.390.M"	"FR.156.M"	"FR.116.M"	"FR.027.M"	"FR.558.M"	"FR.060.M"	"FR.349.M"	"FR.039.M"	"FR.132.M"	"FR.568.M"	"FR.030.M"	"FR.105.M"	"FR.173.M"	"FR.682.M"	"FR.166.M"	"FR.142.M"	"FR.294.Q"	"FR.316.Q"	"FR.221.Q"	"FR.213.Q"	"FR.194.Q"	"FR.716.Q"	"FR.052.Q"	"FR.684.Q"	"FR.053.Q"	"FR.198.Q"	"FR.730.Q"	"FR.115.Q"	"FR.276.Q"	"FR.305.Q"	"FR.399.Q"	"FR.393.Q"	"FR.728.Q"	"FR.152.Q"	"FR.726.Q"	"FR.400.Q"	"FR.460.Q"	"FR.721.Q"	"FR.719.Q"	"FR.759.Q"	"FR.542.Q"	"FR.129.Q"	"FR.751.Q"	"FR.212.Q"	"FR.696.Q"	"FR.040.Q"	"FR.110.Q"	"FR.187.Q"	"FR.139.Q"	"FR.169.Q"	"FR.390.Q"	"FR.156.Q"	"FR.116.Q"	"FR.027.Q"	"FR.558.Q"	"FR.060.Q"	"FR.349.Q"	"FR.039.Q"	"FR.132.Q"	"FR.568.Q"	"FR.030.Q"	"FR.105.Q"	"FR.173.Q"	"FR.682.Q"	"FR.166.Q"	"FR.142.Q"	"FR.294.D"	"FR.316.D"	"FR.221.D"	"FR.213.D"	"FR.194.D"	"FR.052.D"	"FR.684.D"	"FR.053.D"	"FR.198.D"	"FR.730.D"	"FR.115.D"	"FR.305.D"	"FR.399.D"	"FR.393.D"	"FR.728.D"	"FR.152.D"	"FR.726.D"	"FR.460.D"	"FR.721.D"	"FR.719.D"	"FR.759.D"	"FR.542.D"	"FR.129.D"	"FR.751.D"	"FR.212.D"	"FR.696.D"	"FR.040.D"	"FR.110.D"	"FR.187.D"	"FR.139.D"	"FR.390.D"	"FR.156.D"	"FR.027.D"	"FR.558.D"	"FR.060.D"	"FR.349.D"	"FR.039.D"	"FR.132.D"	"FR.568.D"	"FR.030.D"	"FR.105.D"	"FR.173.D"	"FR.682.D"	"FR.166.D"	"FR.142.D"
"g__Succinatimonas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00104295950188254	0	0	0	0	0.257128779947035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2685209617086	0
"g__Succiniclasticum"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.000403648172180164	0.00089875522401474	0.000330954323339064	0	0	0	0	0	0	0.00142785749982152	0	0	0	0	0	0.00148167903868664	0	0	0	0	0	0	0	0	0	0.000263911431323648	0	0	0.000899883465091271	0	0.00212138568913214	0	0	0.00165098233448902	0	0.000645344484886032	0	0	0	0.00248830496665671	0	0	0	0.00116866118175019	0.00154394849387824	0	0	0	0	0	0	0.000787028201188019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Succinivibrio"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0337353851841582	0	0	0	0	0	0	0	0	6.11704699284471	0	0	0	0	0	0	0	0.061947149593995	0	0	0	0	0	0	0	4.61238729554619	0	0	0.000292243848266994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00123108741951766	0	0	0	0	0	0	0	0	0.126222448503362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00034654837815359	0.0646671183100326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0361661975879928	0	0	0	0	0	0	0	0	6.78216317137771	0	0	0	0	0	0.0654033797638408	0	0	0	0	0	0	0	4.47948841324289	0
"g__Sulfitobacter"	3.15544260906396	5.05183182724904	2.82769439015288	7.96526778720376	10.5397096565949	20.0441165284856	9.37393322864751	9.84594854025706	7.11524182604911	3.14780771715987	6.19369041730917	2.34247877430684	9.99149913842619	11.6956686344069	2.53335621433781	14.7317276685991	7.41158474600885	3.46819370098344	3.96470846711558	16.7647520764235	1.91023715196364	5.3213845193318	5.47074831955267	4.64808909838717	4.37576311235649	8.53184210937378	6.33057214958867	8.64949526075684	7.40028132221441	6.14939179838299	6.07710243439772	12.7331995312437	1.670373235351	15.7017518119663	6.30043955374636	7.15846769205394	3.67366878358574	6.09024137159289	12.8146017020446	13.8140864660202	3.45899489354578	5.61669656157845	15.1897494719467	5.82862001213108	2.93646983517363	6.15961670891269	5.78858111927643	2.79368275341345	6.19817860540981	13.7865765330758	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Sulfurifustis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0251086431675519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Sutterella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0060600347441992	0.147875387223099	1.00225841152335	0	0.000165477161669532	0.00044667982883229	0.0073008688033876	0.079315747898942	0.140829202343398	0.601311754498925	0.0135164816598239	0	0.00115942701117108	0.00159335888018738	0.299323998609881	0.169624217118998	0	0	0.282690489124967	0.317333591393687	0.0832479787303594	0	0.143330090177155	0.00246217483903532	0.305103856910713	0.00257201646090535	0.00416097422276469	0.257049734109233	0.001110547611027	0.43412923693438	0.0206973196970992	0.559563136250253	0.0774305776533231	0.483658516506133	0.00104625493047636	0.330196466897804	0.0904253469203214	0.0122615452128346	0.00043749316416931	0.00407237186572808	2.34320296088827	0.0783816064496865	0.18246964368655	0.110032227448608	0.307907456021983	0.00116866118175019	0	0.155253673412808	0.822196218513272	0	0.0272015087770202	0.136588981188728	0.779840164990977	0	0	0	0.104259022099629	0.160858567253616	0.342291325516312	0.0168233547748639	0	0	0.283613747828507	0.14010592980126	0	0	0.292026713263279	0.0934863805336661	0	0.155604719764012	0	0.264450453094105	0	0.00487643373568189	0.200677461500139	0	0.444556388136767	0.0228501789930688	0.398599578927448	0.0911814510876645	0	0.30782633948018	0.0104029856568835	0	0	0.712366541752104	0.0682240572141059	0.161358527519975	0.0908725679631153	0.16267548353703	0	0	0.168890122306579	1.03528023965108	0
"g__Synergistes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0532028091083209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000323737746526294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0497660993331343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0482273507892818	0	0	0	0	0	0	0	0
"g__Syntrophococcus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115886045388701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00212138568913214	0	0	0	0	0	0.00043749316416931	0	0	0	0	0	0	0	0	0	0	0	0.0380821122878282	0	0.0301812762907211	0	0.048660886229345	0.381170432244754	0	0	0.0290263044037833	0	0	0	0.0393508076513326	0	0	0	0.00444537151337544	0	0	0	0	0	0	0	0	0	0.100749323090485	0.0224021362677145	0.0851607408984458	0	0	0	0.0494141818701967	0	0	0.0477267906384784	0.0282306443644576	0	0	0	0.0730098916627414	0	0	0	0
"g__Tatumella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Tepidimonas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Terrisporobacter"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00404002316279947	0.000584487696533988	0.00181641677481074	0	0.00529526917342503	0.00134003948649687	0.00146017376067752	0	0	0	0.0261881832159089	0	0	0	0.00168159549780832	0.000501846796210053	0.00134946696055058	0.0266702226963595	0.00134135463404492	0.0383058337768746	0	0	0.00391790679299739	0.000410362473172553	0	0.00128600823045267	0	0	0.000370182537008999	0.0051376241057323	0.0841391039860338	0.241353738286254	0.00424277137826428	0.228451469498642	0.00627752958285816	0.0990589400693413	0.00173894897923695	0.615013294096389	0.00699989062670896	0	0	0	0	0.00104295950188254	0	0.18815445026178	0.57126094273495	0	0	0.00510838285626713	0.117873204700421	0.00807656584420305	0.240978627883727	0.00787028201188019	0.00601215582756386	0	0	0	0.00766732569156539	0.0272142503711034	0	0	0.223147872656947	0.0311796433372747	0	0.0342602638040313	0	0	0	0.00405604719764012	0	0	0	0	0.00720278027318545	0	0	0.0931928868736923	0.240105977810896	0	0.0473426806947538	0.098736750399303	0.598821861874358	0.00812403780927196	0	0	0	0	0	0	0.201365991521432	0.59692247047064	0	0	0
"g__Tetragenococcus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000670677317022461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Tetrasphaera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Thalassospira"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0134432170202817	0.419794099067371	0.256819305262212	0	0.00044667982883229	0.00146017376067752	0.00323737746526294	0.549797205948625	0.000272827474818024	0.000422390051869498	0	0	0	0.119953812176994	0.000501846796210053	0	0	0	0.373784293801713	0.0353041166343409	0	0.0437499591884709	0	0.0888043834728041	0.00257201646090535	0.0203425406446274	0.000263911431323648	0.000370182537008999	0.104036888141079	0.0778399197303949	0	0	0.63390137482506	0	0.00330196466897804	0.0034778979584739	0.0116162007279486	0	0.288556635057304	0	0.0111973723499552	0.0652467210757968	0	0.26129198459236	0	0.0324229183714431	0	0.444971361704748	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Thauera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Thermicanus"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410362473172553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Thioprofundum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169490052237703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0270400772573636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Trabulsiella"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.000292243848266994	0	0	0	0	0.00146017376067752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Treponema"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0918584413072907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134667438759982	0	0	0	0.000165477161669532	0	0	0	0	0	0	0	0.00057971350558554	0.00159335888018738	0	0.000501846796210053	0.000449822320183527	0	0.00033533865851123	0.000806438605828938	0.000435853291781986	0.0017471674048449	0	0.00123108741951766	0	0	0	0	0	0	0	0	0.090158891788116	0	0.00052312746523818	0	0	0	0.00043749316416931	0	0.00125037511253376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0976944118796405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Trichococcus"	0	0.0193483687417565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00292243848266994	0	0.000224688806003685	0.000165477161669532	0.00044667982883229	0	0.000647475493052588	0	0	0	0	0	0.00717011496084321	0	0.000501846796210053	0	0	0	0.000806438605828938	0	0	0	0.000410362473172553	0	0	0	0	0	0	0	0	0	0	0.00104625493047636	0	0	0	0.00087498632833862	0	0	0	0.00110587662840334	0.000521479750941271	0	0.00116866118175019	0	0.00138619351261436	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Tropheryma"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Tropicimonas"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000263911431323648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"g__Truepera"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.0143199485650827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128274869290284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"g__Turicibacter"	0.0298213313279568	0	0.112114714384207	0	0	0	0.0256025124598894	0	0	0	0.12462056190781	0	0	0	0.533055901154061	0.0234678533867589	0	0.0112037843893938	0	0.087306793300012	0	0	0.0710100529415264	0	0	0.0109342538933754	0	0	0	0	0.0113618400252924	0.118536079419173	0	0.041081017635494	0.188307667319737	0.274215496268195	0	0.130214514849202	0	0	0	0	0.0111905328092434	0	0	0.0293035999472535	0.433389862445826	0	0.0453083231389606	0.0135200386286818	0.0107733951007986	0.000292243848266994	0.0119076210793148	0	0	0	0.00146017376067752	0	0	0	0.00380151046682549	0	0	0	0.0112106366520555	0.00401477436968042	0	0	0	0.00282253512040128	0	0	0.000652984465499566	0	0	0	0	0.000263911431323648	0	0	0.000899883465091271	0	0	0	0	0.00330196466897804	0	0.0116162007279486	0	0	0	0	0	0	0	0	0.00308789698775649	0	0	0	0.0403489046859132	0.00831411189844431	0.130942724740472	0	0	0.0213857998289136	0.00533609168226447	0	0.0021906644833044	0.158337456704602	0	0.00817628060995053	0.640170456181436	0.0287500607395649	0	0.0152267839129028	0.00889074302675088	0	0	0.0910766961651917	0	0	0.0102293941641306	0	0.0030011584471606	0	0	0.0174736662888173	0.152579660776382	0	0.199938285434094	0.26281399738638	0.120934708261271	0.00162480756185439	0	0	0	0.00890253944937794	0.0023913833674504	0	0.0259067357512953	0.473032901127677	0	0.0527729057693203	0.0200959582004069
"g__Tyzzerella"	0.0146945690601527	0.977228877576603	0.037002599669823	0	0	0	0	0.0312161012650325	0.0102414419950329	0	0	0	0	0	0.0289587712900596	0.0165144153462378	0.0140380091198652	0	0.0154178824309375	0.103474717985199	0.0400005106448167	0.082991974904445	0	0.29206525255326	0	0	0	0.0189986770433425	0	0.109257775511691	0.0251936452734745	0.013470009024906	0.0435118932508219	0.0146717920126764	0	0.0989649911343862	0.0244259892525647	0.018989616748842	0.0288167025326163	0.33033265077464	0.0301364511538354	0.0684036117106983	0.0755360964623928	0	0.0413399477249693	0.0205125199630775	0	0.424715283458126	0	0	0.00336668596899956	0.0832894967560933	0.0530797346416916	0.0044937761200737	0.00281311174838205	0.260861020038057	0.105132510768781	0.00874091915620994	0.0112663361874718	0.00327392969781629	0.00168956020747799	0.111372884986078	0.00231885402234216	0.312298340516726	0.00224212733041109	0.00150554038863016	0.00944626872385408	0.00148167903868664	0.00033533865851123	0.0181448686311511	0.389652842853096	0.00218395925605612	0.179244235779631	0.0853553944198911	0.00110544875692287	0.174897119341564	0.00924660938392153	0.00633387435176755	0.001110547611027	0.00770643615859846	0.0305960378131032	0.00134834490662712	0	0.0884992179138882	0.201404074116699	0	0.0104336938754217	0.0103255117581765	0.318495023515258	0.0511955320262959	0.181304391317395	0.00248830496665671	0.0387056819941167	0.0036503582565889	0.00490689172943399	0.00116866118175019	0.00308789698775649	0.374618796784031	0.383383629980908	0	0	1.17727824481971	0.0227931513653884	0	0.00131515908727959	0.0968650933427263	0.0197024923652842	0	0	0	0.103225806451613	0.181411226033277	0.0119971974546746	0	0.0151316453142338	0	0	0.476692346023081	0.0933871781928319	0.230088495575221	0.341724200286548	0	0.22632534588139	0.0336217273354909	0	0	0	0.00716868360566864	0	0.0217098693065868	0.158936142332388	0.0101640772469871	0.00715205263910742	0.312369253766507	0.260292859180375	0.158647387400127	0.201143341096761	0.0523024192650954	0.00765242677584129	0	0.0141309467734338	0	0.672388843736991	0.408213947568566	0
